code,producto,forma_oficial,sin,codigo_e,clase,ya_en_tags
7501000606573,Cremax,rojo allura ac,SIN129,E129,sintetico,True
7501055912391,Yogurt cereal,rojo 6,SIN124,E124,sintetico,False
7500478013654,Emperador Vainilla,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478013654,Emperador Vainilla,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
7501011151086,Botana de harina de trigo con chile y sabor limón unidades,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011151086,Botana de harina de trigo con chile y sabor limón unidades,rojo allura ac,SIN129,E129,sintetico,True
7506302800247,Tortillas de harins taqueroa,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501069210391,HotCakes tradicionales tres estrellas,annato norbixina,SIN160(b),E160b,natural_botanico,False
7501006559101,palomitas ACT II mantequilla 3 pack,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501761869156,Harina para hot cakes Gamesa tradicional,rojo allura ac,SIN129,E129,sintetico,True
7501761847994,stila,rojo allura ac,SIN129,E129,sintetico,False
7501761847994,stila,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501011125704,Doritos Nacho,amarillo ocaso fcf,SIN110,E110,sintetico,False
0073390018382,Xtremes Frutas,amarillo ocaso fcf,SIN110,E110,sintetico,False
0073390018382,Xtremes Frutas,azul brillante fcf,SIN133,E133,sintetico,False
7503028965717,Cargando…,amarillo ocaso fcf,SIN110,E110,sintetico,False
7503028643424,Tartinas sabor piña Tia Rosa,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501002202261,queso tipo manchego,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501000641482,Gamesa Maravillas,amarillo ocaso fcf,SIN110,E110,sintetico,False
0781159415982,Obleas de amaranto sabor Leche Dorada,curcuma en polvo,SIN100(i),E100,natural_botanico,False
7500478023608,Galletas Gamesa Maravillas clásicas sabor vainilla,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478007974,Ruffles,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011101463,sabrías adobadas,rojo allura ac,SIN129,E129,sintetico,True
7501003100917,Salsa de Guacamole -  Picante,azul brillante fcf,SIN133,E133,sintetico,False
0608875001209,mayonesa con limón Heinz,extracto de annato,SIN160(b),E160b,natural_botanico,False
7802000009280,Stax sabor Crema y Cebolla,rojo allura ac,SIN129,E129,sintetico,True
7802000009280,Stax sabor Crema y Cebolla,azul brillante fcf,SIN133,E133,sintetico,True
7502226815022,Muecas chamoy,rojo allura ac,SIN129,E129,sintetico,True
7501011145764,Churrumais,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011145764,Churrumais,rojo allura ac,SIN129,E129,sintetico,True
7502225960020,Super Rebanaditas,rojo allura ac,SIN129,E129,sintetico,True
7502225960020,Super Rebanaditas,azul brillante fcf,SIN133,E133,sintetico,True
7501005151955,HELLMANN'S clásica,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501005151955,HELLMANN'S clásica,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7622210938664,Trident X twist,rojo allura ac,SIN129,E129,sintetico,True
7501011130869,Botana Tostitos sabor salsa verde,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011130869,Botana Tostitos sabor salsa verde,rojo allura ac,SIN129,E129,sintetico,True
7501011130869,Botana Tostitos sabor salsa verde,azul brillante fcf,SIN133,E133,sintetico,True
7501791655408,polvo de chocolate aurrera,azul brillante fcf,SIN133,E133,sintetico,False
7501018312039,Spaghetti con queso cheddar,extracto de annato,SIN160(b),E160b,natural_botanico,False
7802225688758,Rocklets Galletas sabor Vainilla,rojo allura ac,SIN129,E129,sintetico,True
7802225688758,Rocklets Galletas sabor Vainilla,azul brillante fcf,SIN133,E133,sintetico,True
7501030474722,Barritas fresa,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501031302819,Mirinda,amarillo ocaso fcf,SIN110,E110,sintetico,False
0650240032257,Bebida sabor manzana,amarillo ocaso fcf,SIN110,E110,sintetico,False
0020899087562,Barra hojaldrada con relleno sabor zarzamora 5 pzas,rojo allura ac,SIN129,E129,sintetico,True
7501008001387,All Bran raise,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0735257006405,jarabe de fresa,rojo allura ac,SIN129,E129,sintetico,False
7622210697431,JellO,rojo allura ac,SIN129,E129,sintetico,True
7506306317628,Mayonesa Hellmann's clásica reducida en grasa,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7506306317628,Mayonesa Hellmann's clásica reducida en grasa,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
2548006559101,Act II,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501761863062,Avena integral fresas con crema,rojo betabel,SIN162,E162,natural_botanico,False
7622210690074,Bubbaloo crack-ups,amarillo ocaso fcf,SIN110,E110,sintetico,False
7622210690074,Bubbaloo crack-ups,rojo allura ac,SIN129,E129,sintetico,True
7898142864252,Chubi,amarillo ocaso fcf,SIN110,E110,sintetico,True
7898142864252,Chubi,rojo allura ac,SIN129,E129,sintetico,True
7898142864252,Chubi,azul brillante fcf,SIN133,E133,sintetico,True
0016757631107,Pancho’s,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011135581,Botana Tostitos sabor flamin hot,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011135581,Botana Tostitos sabor flamin hot,rojo allura ac,SIN129,E129,sintetico,True
0735257003077,Gelatina cero sin azúcar limón,azul brillante fcf,SIN133,E133,sintetico,True
7502261262096,earthflakes chocoballs,rojo allura ac,SIN129,E129,sintetico,False
7622210562951,Tang Jamaica,rojo allura ac,SIN129,E129,sintetico,True
7622210562951,Tang Jamaica,azul brillante fcf,SIN133,E133,sintetico,True
7500478018581,Chokis,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
7501011131040,Crujitos,amarillo ocaso fcf,SIN110,E110,sintetico,False
7506105606077,Trident Freshmint,azul brillante fcf,SIN133,E133,sintetico,True
7501030474739,Tostadas,extracto de annato,SIN160(b),E160b,natural_botanico,False
0735257003183,gelatina light,amarillo ocaso fcf,SIN110,E110,sintetico,False
0735257003183,gelatina light,rojo allura ac,SIN129,E129,sintetico,True
7060495901292,Mijitos maíz inflado,rojo allura ac,SIN129,E129,sintetico,False
0096619224098,Mezcla de 4 quesos rallados,extracto de annato,SIN160(b),E160b,natural_botanico,False
0096619224098,Mezcla de 4 quesos rallados,extracto de semillas de bixa orellana,SIN160(b),E160b,natural_botanico,False
7502259040415,Merengues sin azúcar,rojo allura ac,SIN129,E129,sintetico,True
7501013103359,Jumex Durazno,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
7500478010691,Tostitos salsa verde,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478010691,Tostitos salsa verde,rojo allura ac,SIN129,E129,sintetico,False
7500478010691,Tostitos salsa verde,azul brillante fcf,SIN133,E133,sintetico,False
7501013103212,Bebida Jumex con durazno,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
7501020512267,Queso tipo manchego rebanado con leche,carotenos naturales,SIN160a(ii),E160a,natural_botanico,False
80941385,tic tac,rojo remolacha,SIN162,E162,natural_botanico,True
7500478008025,Botana Sabritas Doritos Nacho con queso sabor chile,amarillo ocaso fcf,SIN110,E110,sintetico,False
7702993027271,Oka Loka Chicle en polvo,azul brillante fcf,SIN133,E133,sintetico,True
7501076117645,Dip escosa chipotle,extracto de annato,SIN160(b),E160b,natural_botanico,False
7506443102309,Activia Chía Alimento lácteo fermentado sabor frutos rojos con chía deslactosado,extracto de zanahoria negra,SIN163(vi),E163,natural_botanico,False
15061898,trident sabor sandía,rojo allura ac,SIN129,E129,sintetico,False
15061898,trident sabor sandía,azul brillante fcf,SIN133,E133,sintetico,False
7501013103144,Bebida Jumex con durazno,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
7501008006290,Cereal Kellogg's All Bran flakes,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501040091124,Yogurt yoplait de fresa,rojo 6,SIN124,E124,sintetico,False
7622210688842,Polvo para preparar bebida Clight sabor a manzana,rojo allura ac,SIN129,E129,sintetico,True
7501761802504,Avena integral Quaker instant sabor fresas con crema,rojo betabel,SIN162,E162,natural_botanico,False
7501000665747,Hot Cakes Tradicionales,rojo allura ac,SIN129,E129,sintetico,True
7501011151703,Paleta Sonric´s Rockaleta Junior enchilada,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501011151703,Paleta Sonric´s Rockaleta Junior enchilada,rojo allura ac,SIN129,E129,sintetico,True
7501011151703,Paleta Sonric´s Rockaleta Junior enchilada,azul brillante fcf,SIN133,E133,sintetico,True
7500478018628,Nachos Sabritas Tostitos salsa verde,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478018628,Nachos Sabritas Tostitos salsa verde,rojo allura ac,SIN129,E129,sintetico,True
7500478018628,Nachos Sabritas Tostitos salsa verde,azul brillante fcf,SIN133,E133,sintetico,True
0703885006203,unicornio,rojo allura ac,SIN129,E129,sintetico,False
65410011,Salsa de Soya,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0724865022327,Bicochitos,amarillo fd&c5,SIN102,E102,sintetico,False
7503006791062,Queso menonita,extracto de annato,SIN160(b),E160b,natural_botanico,False
54148604,salsa tipo inglesa,caramelo clase ii,SIN150(b),E150,fuera_de_eje,False
7501035010260,La Original Sangrita Viuda de Sánchez,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501035010260,La Original Sangrita Viuda de Sánchez,rojo allura ac,SIN129,E129,sintetico,True
7500478018512,Doritos dinamita Chile y limon,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478018512,Doritos dinamita Chile y limon,rojo allura ac,SIN129,E129,sintetico,True
2548630203432,hojuelas de trigo integral con pasas,amarillo ocaso fcf,SIN110,E110,sintetico,False
2548630203432,hojuelas de trigo integral con pasas,rojo allura ac,SIN129,E129,sintetico,True
7622201770570,Bubbaloo mora azul,rojo allura ac,SIN129,E129,sintetico,False
7622210566195,bubbaloo gomix,amarillo ocaso fcf,SIN110,E110,sintetico,False
7622210566195,bubbaloo gomix,rojo allura ac,SIN129,E129,sintetico,True
7501040097768,Yoplait Pina Coco natural,extracto de annato,SIN160(b),E160b,natural_botanico,False
7503018023779,Sangría Señorial,rojo allura ac,SIN129,E129,sintetico,True
7503018023779,Sangría Señorial,azul brillante fcf,SIN133,E133,sintetico,True
7501000612147,Cremax,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501000612147,Cremax,rojo allura ac,SIN129,E129,sintetico,True
7501000612147,Cremax,azul brillante fcf,SIN133,E133,sintetico,True
0735257003091,gelatina sabor naranja sin azúcar,amarillo ocaso fcf,SIN110,E110,sintetico,False
0750176188239,Granola Quaker 3 minutos Natural,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
0750176188239,Granola Quaker 3 minutos Natural,extracto de annato,SIN160(b),E160b,natural_botanico,False
0009433141056,Granola Granvita Tradicional con Frutas,carotenos naturales,SIN160a(ii),E160a,natural_botanico,False
7501069213811,Hot cakes tradicionales,annato norbixina,SIN160(b),E160b,natural_botanico,False
7501518476057,Imitación Queso Americano Rebanado,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501518476057,Imitación Queso Americano Rebanado,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501518476057,Imitación Queso Americano Rebanado,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
7502264764917,Bubble Tea,rojo no 40 fd&c,SIN129,E129,sintetico,False
7502264764917,Bubble Tea,azul no 1 fd&c,SIN133,E133,sintetico,False
0603554011180,Ricato,rojo allura ac,SIN129,E129,sintetico,True
0603554011180,Ricato,azul brillante fcf,SIN133,E133,sintetico,True
7501253665532,Margarina Light Untable con sal,extracto de annato,SIN160(b),E160b,natural_botanico,False
0001205129961,Sopa preparada de fideos,extracto de annato,SIN160(b),E160b,natural_botanico,False
7506306314023,Sopa preparada de Estrellas,extracto de annato,SIN160(b),E160b,natural_botanico,False
7622210996190,Bubbaloo Pik Pop,rojo allura ac,SIN129,E129,sintetico,True
0757528044992,Takis Fuego,rojo allura ac,SIN129,E129,sintetico,True
7506495013844,Tallarines instantáneos,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7506306321014,Sopa del Sheriff,extracto de annato,SIN160(b),E160b,natural_botanico,False
0735257002650,Gelatina sabor Chocolate,amarillo ocaso fcf,SIN110,E110,sintetico,False
0735257002650,Gelatina sabor Chocolate,azul brillante fcf,SIN133,E133,sintetico,True
0650240032271,Electrolitos orales sabor uva,rojo allura ac,SIN129,E129,sintetico,False
2000000147062,Mayonesa Hellmann's clásica reducida en grasa,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
2000000147062,Mayonesa Hellmann's clásica reducida en grasa,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
2000000147163,Mostaza Great Value,curcuma turmerico,SIN100(i),E100,natural_botanico,False
7501055914630,Yoghurt Alpura Bebible Fresa y Zarzamora,rojo natural 4,SIN120,E120,carmin,False
0735257002636,gelatina vainilla,rojo allura ac,SIN129,E129,sintetico,True
2000000123898,Mantequilla Alpura sin sal,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
2000000123898,Mantequilla Alpura sin sal,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
2000000123899,Mantequilla sin sal Gloria en barra,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501020563405,Zero piña coco,extracto de annato,SIN160(b),E160b,natural_botanico,False
2000000147300,"Granola Quaker 3 Minutos avena, amaranto, pasas y cacahuates",caramelo clase i,SIN150(a),E150,fuera_de_eje,True
2000000147300,"Granola Quaker 3 Minutos avena, amaranto, pasas y cacahuates",extracto de annato,SIN160(b),E160b,natural_botanico,False
2000000147336,Cereal Kellogg's All Bran pasas,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
2000000147338,Cereal Kellogg's All Bran Nutri Fibra natural,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
2000000147339,Cereal Great Value Bran Fibra Flakes,rojo allura ac,SIN129,E129,sintetico,True
2000000147340,Cereal Kellogg's All Bran original,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
2000000147342,Cereal de avena Quaker Multibran con pasas,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
2000000147343,Cereal Kellogg's All Bran cosecha frutal,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
2000000147345,Cereal Kellogg's All Bran flakes,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
2000000147348,Cereal Post Honey Bunches Of Oats de almendras,extracto de annato,SIN160(b),E160b,natural_botanico,False
2000000147349,Cereal Special K Equilibrio sabor vainilla con almendras,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
2000000147356,Cereal Golden Mix taro y amaranto,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501590286377,multimixFX,riboflavina 5 fosfato de sodio,SIN101(ii),E101,natural_botanico,False
7503013179044,Barrita de ajonjolí y miel,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501040097577,Yoghurt con fresa para beber,rojo 6,SIN124,E124,sintetico,False
7500810016787,Pan Tostado Brioche,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500478030309,Stax Flamin' Hot,rojo allura ac,SIN129,E129,sintetico,True
7502261268685,Cacahuate japonés,amarillo fd&c 6,SIN110,E110,sintetico,True
7500478035274,Emperador Senzo Chocotella,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478035274,Emperador Senzo Chocotella,rojo allura ac,SIN129,E129,sintetico,True
7500478035274,Emperador Senzo Chocotella,azul brillante fcf,SIN133,E133,sintetico,True
7500478033805,Rancheritos,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478033805,Rancheritos,rojo allura ac,SIN129,E129,sintetico,True
7500478033805,Rancheritos,azul brillante fcf,SIN133,E133,sintetico,False
7501055914838,Yogurt Alpura Bebible Durazno,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500478022335,Flipy 2 PACK,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478022335,Flipy 2 PACK,rojo allura ac,SIN129,E129,sintetico,True
7500478022335,Flipy 2 PACK,azul brillante fcf,SIN133,E133,sintetico,True
7500478034444,Chetos Colmillos,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478034444,Chetos Colmillos,rojo allura ac,SIN129,E129,sintetico,False
7500478034444,Chetos Colmillos,azul brillante fcf,SIN133,E133,sintetico,True
0735257003763,Mazapán,rojo allura ac,SIN129,E129,sintetico,True
0735257003763,Mazapán,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0735257002629,Rompope,rojo allura ac,SIN129,E129,sintetico,True
7503002998472,Queso Chihuahua Menonita,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500810022733,Bimbollos Parrilleros,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500478026036,7500478026036,rojo allura ac,SIN129,E129,sintetico,True
7501002202452,Queso Manchego rebanado premium,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500478037896,Cheetos Mix,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478037896,Cheetos Mix,rojo allura ac,SIN129,E129,sintetico,True
7501008039380,Chocokrispis Sin Sellos,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501055915286,Alpura Pro Leche Sabor Fresa con extra de Proteína deslactosada,rojo allura ac,SIN129,E129,sintetico,False
7501013105537,Jugo de durazno,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
7501013105735,Bebida con durazno y vitaminas,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
7500810016282,Besos de nuez,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
7501020568592,Queso manchego pro deslactosado reducido en grasa,carotenos naturales,SIN160a(ii),E160a,natural_botanico,False
7501669804822,Queso Chihuahua Menonita,extracto de annato,SIN160(b),E160b,natural_botanico,False
7506306321007,Sopa mickey,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501040083136,Queso manchego rebanadas rectangulares,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501073427532,Trix,rojo allura ac,SIN129,E129,sintetico,True
7501791607858,Aceite de Canola en Aerosol,extracto de annato,SIN160(b),E160b,natural_botanico,False
0735257003312,Dúo Polvo para preparar flan y relleno sabor menta chocolate,amarillo ocaso fcf,SIN110,E110,sintetico,False
0735257003312,Dúo Polvo para preparar flan y relleno sabor menta chocolate,rojo allura ac,SIN129,E129,sintetico,True
0735257003312,Dúo Polvo para preparar flan y relleno sabor menta chocolate,azul brillante fcf,SIN133,E133,sintetico,True
7501040097973,fresa natural,rojo 6,SIN124,E124,sintetico,False
2000000151259,Chiclets Menta,azul brillante fcf,SIN133,E133,sintetico,True
7506495006242,Barritas de Pescado,rojo 6,SIN124,E124,sintetico,False
7500478036332,Calorcito,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478036332,Calorcito,rojo allura ac,SIN129,E129,sintetico,True
7501040084867,Cuida-t Queso Hilado Reducido En Grasa,extracto de annato,SIN160(b),E160b,natural_botanico,False
7790580200107,"Tiburoncitos sabor Piña, Naranja y Manzana",azul brillante fcf,SIN133,E133,sintetico,True
7500478037407,7500478037407,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478037407,7500478037407,rojo allura ac,SIN129,E129,sintetico,True
7500478037407,7500478037407,azul brillante fcf,SIN133,E133,sintetico,True
7501020568585,Queso Manchego Rallado,carotenos naturales,SIN160a(ii),E160a,natural_botanico,False
9783894767112,Cereal Kelloggs all Bran,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0001011145566,Rockaleta,amarillo ocaso fcf,SIN110,E110,sintetico,False
0001011145566,Rockaleta,rojo allura ac,SIN129,E129,sintetico,True
0001011145566,Rockaleta,azul brillante fcf,SIN133,E133,sintetico,True
0076186000026,NOODLES & CHIKEN,curcuma en polvo,SIN100(i),E100,natural_botanico,False
0750103610581,MANTEQUILLA GOURMET,extracto de annato,SIN160(b),E160b,natural_botanico,False
0750141604411,Jarritos Frutas,rojo allura ac,SIN129,E129,sintetico,True
0076057110131,crema pars cafe,extracto de annato,SIN160(b),E160b,natural_botanico,False
0802410000198,Crema de alcachofas,annato norbixina,SIN160(b),E160b,natural_botanico,False
7501045404691,Cubitos De Atún Con Camarón,rojo betabel,SIN162,E162,natural_botanico,False
7500478037216,Marias doradas,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7506306417977,Nieve Sabor Limon,azul brillante fcf,SIN133,E133,sintetico,False
7502247420922,Donitas,rojo allura ac,SIN129,E129,sintetico,True
7501076120850,Chile en Polvo Sabor Tamarindo,rojo 6,SIN124,E124,sintetico,False
7502259040033,Merengues Light Sabor A Cajeta,rojo curry,SIN129,E129,sintetico,False
7501055914524,Mango,extracto de annato,SIN160(b),E160b,natural_botanico,False
7503036819293,Xile Chile Mixto,azul brillante fcf,SIN133,E133,sintetico,True
7500478044283,Bolzaza Cheetos flamin hot,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478044283,Bolzaza Cheetos flamin hot,rojo allura ac,SIN129,E129,sintetico,True
7500478044221,Ruffles Queso,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501253652402,Helado sabor Napolitano,rojo 6,SIN124,E124,sintetico,False
7500478044467,doritos,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478030460,Hotcakes tradicionales,rojo allura ac,SIN129,E129,sintetico,True
7500810001660,Pan Molido Clasico,extracto de annato,SIN160(b),E160b,natural_botanico,False
0724865042455,Galletas de soda,amarillo fd&c5,SIN102,E102,sintetico,False
7501045402697,Atun en Agua,rojo betabel,SIN162,E162,natural_botanico,False
7506306417861,Nieve de limón,azul brillante fcf,SIN133,E133,sintetico,True
0352570032687,Gelatina limón light,azul brillante fcf,SIN133,E133,sintetico,True
7501020564082,Imitación queso americano,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501020564082,Imitación queso americano,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501020564082,Imitación queso americano,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
6508055915903,Yoghurt  super foods fresa con cereales,rojo 6,SIN124,E124,sintetico,False
7501441610412,Jarritos Sabor Tutti Frutti,rojo allura ac,SIN129,E129,sintetico,False
7500478044924,Santito es,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478044924,Santito es,rojo allura ac,SIN129,E129,sintetico,False
7500478034895,Ruffles switch chetos,rojo allura ac,SIN129,E129,sintetico,True
7500478046676,Cheetos Xtra Flamin Hot,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478046676,Cheetos Xtra Flamin Hot,rojo allura ac,SIN129,E129,sintetico,True
0735257031834,Flan sabor vainilla,rojo allura ac,SIN129,E129,sintetico,True
7500810026984,Mini Pan Tostado Mantequilla,extracto de annato,SIN160(b),E160b,natural_botanico,False
7503018023953,Sangría,rojo allura ac,SIN129,E129,sintetico,True
7503018023953,Sangría,azul brillante fcf,SIN133,E133,sintetico,True
7501014302355,Chocolate en Polvo Granulado,azul brillante fcf,SIN133,E133,sintetico,True
7501005129961,Sopa de Fideos,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500478044092,Adobadas,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478044092,Adobadas,rojo allura ac,SIN129,E129,sintetico,True
7500478044092,Adobadas,azul brillante fcf,SIN133,E133,sintetico,True
7501040080166,Queso Daisy Rebanado,extracto de annato,SIN160(b),E160b,natural_botanico,False
7502261260771,Mantequilla pasteurizada sin sal,extracto de annato,SIN160(b),E160b,natural_botanico,False
7500478047734,Rancheritos Salsa Negra,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478047734,Rancheritos Salsa Negra,rojo allura ac,SIN129,E129,sintetico,True
7500478047734,Rancheritos Salsa Negra,azul brillante fcf,SIN133,E133,sintetico,True
7500810038789,Mante chox Con Relleno Elaborado Con Cocoa,extracto de annato,SIN160(b),E160b,natural_botanico,False
0722776005606,,amarillo ocaso fcf,SIN110,E110,sintetico,False
7301040083884,Queso manchego rebanadas redondas,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501791603720,Aurrera rebanadas,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501791603720,Aurrera rebanadas,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501791603720,Aurrera rebanadas,anaranjado alimentos 6,SIN160(e),E160e,sintetico,False
7502233111377,Cereal Banana Shake,extracto de annato,SIN160(b),E160b,natural_botanico,False
7502273907305,Golosina Sabor Durazno con Polvito Tronador,amarillo ocaso fcf,SIN110,E110,sintetico,False
7502273907305,Golosina Sabor Durazno con Polvito Tronador,rojo allura ac,SIN129,E129,sintetico,True
7502273907305,Golosina Sabor Durazno con Polvito Tronador,azul brillante fcf,SIN133,E133,sintetico,True
7500478044382,Botana salada sabor salsa inglesa dark mix,amarillo ocaso fcf,SIN110,E110,sintetico,False
7500478044382,Botana salada sabor salsa inglesa dark mix,rojo allura ac,SIN129,E129,sintetico,True
7500478044382,Botana salada sabor salsa inglesa dark mix,caramelo clase ii,SIN150(b),E150,fuera_de_eje,False
7506475108614,Boost Menos Azúcar,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7503020692680,Churritos picorey,rojo 6,SIN124,E124,sintetico,False
2904441855435,Gerber Grain & Grow Puffs sabor durazno,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501013106725,Bebida Carbonatada Sabor Naranja -Hierbabuena con 8% de jugo de naranja,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
0724865024369,Galletas sabor vainilla y limón,amarillo fd&c5,SIN102,E102,sintetico,False
0724865021375,Galletas sabor vainilla y mantequilla,amarillo fd&c5,SIN102,E102,sintetico,False
0724865021375,Galletas sabor vainilla y mantequilla,rojo fd&c40,SIN129,E129,sintetico,False
7506443107748,Yogurt griego deslactosado sabor fresa,rojo 6,SIN124,E124,sintetico,False
7501013105056,Bebida sabor mango baja en calorías,beta caroteno sintetico,SIN160a(i),E160a,sintetico,False
7501022014004,,rojo allura ac,SIN129,E129,sintetico,True
0735257004005,Gelatina sin azúcar sabor mora,azul brillante fcf,SIN133,E133,sintetico,True
0753030199995,Roles con canela,extracto de annato,SIN160(b),E160b,natural_botanico,False
0024865052263,Galletas rellenas sabor chocolate Choco Nieve,amarillo fd&c 6,SIN110,E110,sintetico,True
0024865052263,Galletas rellenas sabor chocolate Choco Nieve,azul fd&c 1,SIN133,E133,sintetico,True
0094331355502,Harina para Hot Cakes con Avena,rojo 6,SIN124,E124,sintetico,False
0650240074455,Electrolitos orales sabor uva mora azul,azul brillante fcf,SIN133,E133,sintetico,True
7506475125017,Cereal sabor chocolate con malvaviscos,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501088050039,Te Negro Limón,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
0681131778138,Bactericida para desinfectar,plata,SIN174,,mineral_inorganico,False
7501362623034,Nutri,extracto de annato,SIN160(b),E160b,natural_botanico,False
7502261263925,Galletas saladas sabor mantequilla,amarillo fd&c5,SIN102,E102,sintetico,False
7501253687718,Queso manchego,extracto de annato,SIN160(b),E160b,natural_botanico,False
0735257005576,Polvo para preparar gelatina con agua sabor flotante limón,rojo allura ac,SIN129,E129,sintetico,True
0735257005576,Polvo para preparar gelatina con agua sabor flotante limón,azul brillante fcf,SIN133,E133,sintetico,True
7501040080067,Queso chihuahua,extracto de annato,SIN160(b),E160b,natural_botanico,False
0735257003404,Gelatina en polvo Maracuya,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501518476019,Imitación Queso BURR Americano Rebanado,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501518476019,Imitación Queso BURR Americano Rebanado,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
