code,descartados,texto
7501052470436,E100,"VINAGRE DE MANZANA (AGUA, VINAGRE DE ALCOHOL DE CAÑA, VINAGRE DE MANZANA, CARAMELO CLASE III, SABORIZANTE Y METABISULFITO DE SODIO), JARABE DE DE FRUCTUOSA, ACEITE VEGETAL, AGUA, MIEL DE ABEJA, SAZONADOR (AZUCAR, <span class=""allergen"">MOSTAZA</span>, SAL YODADA, ALMIDON MODIFICADO, MALTODEXTRINA, CASEINATOS, HARINA DE SOYA, ACIDO CITRICO, ESPECIAS, ACEITE VEGETAL, SILICA, BENZOATO DE SODIO, Y CURCUMA), SAL YODADA, <span class=""allergen"">MOSTAZA</span>, ACEITE DE OLIVA, GLUTAMATO MONOSODICO, POLISORBATO 60, GOMA XANTANA, BENZOATO DE SODIO, SORBATO DE POTASIO, EDTA DISODICO, AMARILLO 5 (TARTRAZINA), Y TBHQ.
CONTIENE DERIVADOS <span class=""allergen"">LACTEOS</span>, DE <span class=""allergen"">SOYA</span>, TARTRAZINA Y <span class=""allergen"">SULFITOS</span>."
7501954904749,E160c,"ATUN ALETA AMARILLA EN HOJUELAS, 9% DE PASTA DE TRIGO CON ALBUMINA (7%), Y SALSA DE TOMATE CON PICANTE (AGUA, TOMATE, PASTA DE TOMATE, CEBOLLA, ACEITE VEGETAL, SAL YODADA, SALSA DE SOYA, AZUCAR, 0.2% DE CHILE DE ARBOL, ESPECIAS Y OLEORRESINA DE PAPRIKA)."
0020899001063,E160a,"<span class=""allergen"">Harina de trigo</span>, margarina (aceite de palma, aceite de soya, agua, <span class=""allergen"">lecitina de soya</span>, <span class=""allergen"">suero de leche</span>, betacaroteno, azúcar, <span class=""allergen"">huevo</span>, sustituto de leche, yema de huevo, fibra de bambú, <span class=""allergen"">lecitina de soya</span>, saborizante artificial, sal, relleno sabor chocolate (azúcar, grasa vegetal, cocoa, almidón de maíz, leche descremada, <span class=""allergen"">lecitina de soya</span>, emulsificante, saborizante artificial), decorado sabor chocolate (azúcar, grasa vegetal, cocoa, <span class=""allergen"">lecitina de soya</span> (emulsificante), saborizante artificial)."
7501000621866,E171,"<span class=""allergen"">Harina de trigo</span>, azúcar, grasa vegetal (contiene TBHQ palmitato de ascorbilo, tocoferoles), jarabe de maíz, cocoa, <span class=""allergen"">leche</span> 9%, sal yodada, fécula de maíz, <span class=""allergen"">huevo</span>, estearoil lactilato de sodio, <span class=""allergen"">lecitina de soya</span>, saborizantes, colorantes (amarillo ocaso FCF, rojo allura AC, tartrazina, azul brillante FCF, dióxido de titanio, caramelo clase IV), ácido cítrico, vitaminas y minerales (hierro, ácido cítrico, vitaminas y minerales (hierro, ácido fólico, vitamina B12), almidón modificado, glutamato monosódico, benzoato de sodio, EDTA y BHA."
7503005273354,E160b,"Harina de trigo (gluten), grasa vegetal, margarina baja en grasa (grasa vegetal, sal yodada, lecitina de soya, propionato de sodio, saborizante artificial y natural, extracto de annato, antioxidante TBHQ), huevo deshidratado, sucralosa 50mg/100g de producto Splenda Butihidroxianisol (BHA) como antioxidante, saborizante artificial y color amarillo 5."
0012142100661,E100,"Agua, <span class=""allergen"">semilla de Mostaza</span>, vinagre, sal, vino blanco, ácido cítrico, cúrcuma turmerico, ácido tartarico, especias."
0041500000534,E100,"Vinagre, Semillas de Mostaza, Agua, Sal, Especias, cúrcuma y saborizantes naturales."
07874420,E100,"Vinagre, Agua, Semilla de Mostaza, Sal, Vino Chardonnay (como saborizante), Ácido Cítrico Ácido Tartárico, Especias y Cúrcuma."
7501059285118,E171,"INGREDIENIES: Agua, azúcar, aceite vegetal hidrogenado, jarabe de maiz, caseinato de sodio, saborizantes artificiales, matltodextrina, fosfato de potasio. ésteres de ácido acetil tartárico, dióxido de titanio, ceiulosa microcristalina. mono y diglcéridos de acidos  grasos, carragenina y carboxilmetilcelulosa Contiene: Caseinato de sodio (derivado de la <span class=""allergen"">proteína de leche</span>)."
7501791655705,E160c,"Aceite comestible puro de soya, agua, yema de huevo, azúcar, vinagre, sal yodada, goma xantana, harina de mostaza, <span class=""allergen"">lecitina de soya</span>, goma guar, jugo concentrado de limon (0.08% min), ácido cítrico benzoato de sodio, TBHQ y EDTA disódico calcico (como antioxidante), oleorresina de paprika."
7501791625500,E160c,"Aceite comestible puro de soya, agua, yema de huevo, azúcar, vinagre, sal yodada, goma xantana, (como antioxidante), saborizante natural, <span class=""allergen"">lecitina de soya</span>, ácido cítrico (como acidulante), jugo concentrado de limón (0,05% min), benzoato de sodio, sorbato de potasio, EDTA disódico cálcico y oleorresina de paprika."
7501059285200,E171,"AGUA, AZUCAR, ACEITE VEGETAL HIDROGENADO, JARABE DE MAIZ, CASEINATO DE SODIO, MALTODEXTRINA, MONO Y DIGLICERIDOS DE ACIDOS GRASOS, FOSFATO DE POTASIO, ESTERES DE ACIDO DIACETIL TARTARICO, SABORIZANTES ARTIFICIALES, DIOXIDO DE TITANIO, CELULOSA MICROCRISTALINA, CARBOXILMETILCELULOSA Y CARRAGENINA.
CONTIENE CASEINATO DE SODIO (DERIVADO DE LA PROTEINA DE LECHE)."
7501059299382,E171,"AGUA, AZUCAR, ACEITE VEGETAL HIDROGENADO, JARABE DE MAIZ, CASENAITO DE SODIO, MALTODEXTRINA, FOSFATO DIBASICO DE POTASIO, ESTERES DE ACIDO DIACETIL TARTARICO, DIOXIDO DE TITANIO, CELULOSA MICROCRISTALINA, MONO Y DIGLICERIDOS DE ACIDOS GRASOS, CARRAGENINA, SABORIZANTE ARTIFICIAL Y CARBOXIMETILCELULOSA.
CONTIENE: CASEINATO DE SODIO (DERIVADO DE LA PROTEINA DE LECHE)."
7501059289147,E171,"AGUA, AZUCAR, ACEITE VEGETAL HIDROGENADO, JARABE DE MAIZ, CASENAITO DE SODIO, MALTODEXTRINA, FOSFATO DIBASICO DE POTASIO, ESTERES DE ACIDO ACETIL TARTARICO, DIOXIDO DE TITANIO, CELULOSA MICROCRISTALINA, MONO Y DIGLICERIDOS DE ACIDOS GRASOS, CARRAGENINA, SABORIZANTE ARTIFICIAL Y CARBOXIMETILCELULOSA.
CONTIENE: CASEINATO DE SODIO (DERIVADO DE LA <span class=""allergen"">PROTEINA DE LECHE</span>)."
7501059285217,E171,"AGUA, AZUCAR, ACEITE VEGETAL HIDROGENADO, JARABE DE MAIZ, AZUCAR,  CASENAITO DE SODIO, MALTODEXTRINA, FOSFATO DIBASICO DE POTASIO, ESTERES DE ACIDO DIACETIL TARTARICO, DIOXIDO DE TITANIO, CELULOSA MICROCRISTALINA, MONO Y DIGLICERIDOS DE ACIDOS GRASOS, CARRAGENINA, SABORIZANTE ARTIFICIAL Y CARBOXIMETILCELULOSA.
CONTIENE: CASEINATO DE SODIO (DERIVADO DE LA <span class=""allergen"">PROTEINA DE LECHE</span>)."
7501059287228,E171,"AGUA, AZUCAR, ACEITE VEGETAL HIDROGENADO, JARABE DE MAIZ, CASENAITO DE SODIO, MALTODEXTRINA, FOSFATO DIBASICO DE POTASIO, ESTERES DE ACIDO DIACETIL TARTARICO, DIOXIDO DE TITANIO, CELULOSA MICROCRISTALINA, MONO Y DIGLICERIDOS DE ACIDOS GRASOS, CARRAGENINA Y CARBOXIMETILCELULOSA.
CONTIENE: CASEINATO DE SODIO (DERIVADO DE LA PROTEINA DE LECHE)."
7501791632652,"E100,E160b","SOLIDOS DE JARABE DE MAIZ, ACEITE VEGETAL PARCIALMENTE HIDROGENADO DE SOYA, CASEINATOS (DERIVADO DE LA <span class=""allergen"">LECHE</span>), FOSFATO DIPOTASICO, ESTERESDE GLICEROL DEL ACIDO ACETICO Y ACIDOS GRASOS, AZUCAR, ESTEAORIL LACTILATO DE SODIO, <span class=""allergen"">LECITINA DE SOYA</span>, CARRAGENINA, SABORIZANTE ARTIFICIAL, ACHIOTE Y CURCUMINA."
7503020074073,E100,"Base de quino (agua purificada, quinoa orgánica), jugo concentrado de manzana (1%), jugo concentrado de mango (0.5%) azúcares, sabor natural, ácido cítrico, ácido málico, goma gellana, magnesio, citrato de potasio ácido ascórbico (vitamina C), zinc, cúrcuma, sucralosa (0.009 g/100 g)"
7503020074080,E100,"Base de quino (agua purificada, quinoa orgánica), jugo concentrado de manzana (1.5%), azúcares, sabor natural, ácido cítrico, ácido málico, goma gellana, magnesio, citrato de potasio, ácido ascórbico (vitamina C), zinc, cúrcuma, sucralosa (0.009 g/100 g)"
7501071300608,E160a,"Papa deshidratada, mono digliciredos de pirofosfato ácido de sodio,acido citrico, leche en polvo, sal, saborizantes artificiales, beta caroteno."
7501791638142,E100,"Ingredientes Papa deshidratada, mono y diglicéridos de los ácidos grasos, bisulfato de sodio, palmitato de ascorbilo, metalbisulfito de sodio, curcumina,"
8585002436993,E100,"ACEITE VEGETAL AJO (17.74%), SAL, PROTEINA HIDROLIZADA, SABORIZANTES NATURALES, AZUCAR, EXTRACTO DE LEVADURA, JENGIBRE (3.20%), PEREJIL, TOMATE, CURCUMA (0.80%), ANIS ESTRELLA (0.48%), ESPECIA Y ACIDO CITRICO.
CONTIENE <span class=""allergen"">GLUTEN</span>."
2000000083202,E160c,"Lomo de atin aleta amarilla en trozos, aqua, aceite vegetal y sazonador (ácido citrico, condimentos, especias yoleoresina de paprika). Contiene: Pescado analetama."
7501100202002,E100,"SAL DE MAR, FECULA DE MAIZ, AZUCAR, ACEITE VEGETAL, PROTEINA VEGETAL, AJO DESHIDRATADO, CEBOLLA DESHIDRATADA, PEREJIL, CURCUMA."
7501018315337,"E100,E160c","pasta de semola de trigo durum, sal yodada, tomate (3.1%), maltodextrina, almidón, proteína vegetal hidrolizada (de soya), carne de pollo, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal, TBHQ (antioxidante), silicato de calcio, vitaminas y minerales (hierro, niacina, vitamina B1 (tiamina), vitamina B6 (pridoxina), vitamina B2 (riboflavina), vitamina A, ácido fólico (folacina), vitamina B12, (cobalamina)"
7501018315269,"E100,E160c","Pasta de semola de trigo durum, sal yodada, tomate (3.1%), maltodextrina, almidón, proteína vegetal hidrolizada (de soya), carne de pollo, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal, TBHQ (antioxidante), silicato de calcio, vitaminas y minerales (hierro, niacina, vitamina B1 (tiamina), vitamina B6 (pridoxina), vitamina B2 (riboflavina), vitamina A, ácido fólico (folacina), vitamina B12, (cobalamina)."
7501018315252,"E100,E160c","pasta de semola de trigo durum, sal yodada, tomate (3.1%), maltodextrina, almidón, proteína vegetal hidrolizada (de soya), carne de pollo, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal, TBHQ (antioxidante), silicato de calcio, vitaminas y minerales (hierro, niacina, vitamina B1 (tiamina), vitamina B6 (pridoxina), vitamina B2 (riboflavina), vitamina A, ácido fólico (folacina), vitamina B12, (cobalamina)"
7501003307217,E100,"Sal yodada (46,3%), azúcar, proteína vegetal hidrolizada (<span class=""allergen"">soya</span>), harina de soya, glutamato monosódico, almidón de maíz modificado, carne de pollo deshidratada (3,2%), grasa animal hidrogenada, grasa vegetal hidrogenada, cebolla deshidratada (1,3%), saborizantes naturales, grasa de pollo, ajo deshidratado (0,6%), agua, dioxiodo desilicio como antiaglomerante, extracto de levadura, cúrcuma (0,1%), pimienta negra molida (0,1%), perejil deshidratado (0,1%), inosinato disódico, guanilato disódico, ácido cítrico y TBHQ como antioxidante."
75012182,E160b,"Agua, aceite vegeta, yema de huevo, vinagre, almidón modificado de maíz, azúcar, sal yodada, benzoato de sodio, condimentos y especias (contiene mostaza) EDTA de calcio y extracto de annato."
7501018315399,"E100,E160b,E160c","pasta integral enriquecida (semola de trigo durum, hierro, vitamina B1 (tiamina), vitamina , vitamina B2 (riboflavina), ácido fólico (folacina), niacina, sal yodada, tomate (3%), almidón, proteína vegetal hidrolizada, azucar, carne de pollo, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal parcialmente hidrogenado, maltodextrina,  silicato de calcio, dioxido de silicio, manitol, extracto de annato, TBHQ (antioxidante). <span class=""allergen"">ESTE PRODUCTO CONTIENE GLUTEN</span>."
7501018315405,"E100,E160c","pasta de semola de trigo durum, hierro, niacina, vitamina B1 (tiamina), vitamina B2 (riboflavina), ácido fólico (folacina),  sal yodada, tomate (4%), pasta con espinacas; espinacas deshidratadas (2%), sazonador maltodextrina, almidón, proteína vegetal hidrolizada (de <span class=""allergen"">soya</span>),grasa de pollo, carne de pollo (0,5%), saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal, TBHQ (antioxidante), silicato de calcio,"
7501018315443,"E100,E160b,E160c","pasta integral enriquecida (semola de trigo durum, hierro, vitamina B1 (tiamina), vitamina , vitamina B2 (riboflavina), ácido fólico (folacina), niacina, sal yodada, tomate (4%), almidón, proteína vegetal hidrolizada, azucar, carne de pollo, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal parcialmente hidrogenado, maltodextrina, silicato de calcio, dioxido de silicio, manitol, extracto de annato, TBHQ (antioxidante). <span class=""allergen"">ESTE PRODUCTO CONTIENE GLUTEN</span>."
7501018315207,"E100,E160b,E160c","pasta integral enriquecida (semola de trigo durum, hierro, vitamina B1 (tiamina), vitamina , vitamina B2 (riboflavina), ácido fólico (folacina), niacina, sal yodada, tomate (3%), almidón, proteína vegetal hidrolizada, azucar, carne de pollo, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal parcialmente hidrogenado, maltodextrina, silicato de calcio, dioxido de silicio, manitol, extracto de annato, TBHQ (antioxidante). ESTE PRODUCTO CONTIENE <span class=""allergen"">GLUTEN</span> Y <span class=""allergen"">SOYA</span>"
7501018315436,"E100,E160b,E160c","pasta integral enriquecida (semola de trigo durum, hierro, vitamina B1 (tiamina), vitamina , vitamina B2 (riboflavina), ácido fólico (folacina), niacina, sal yodada, tomate (4%), almidón, proteína vegetal hidrolizada de soya, grasa de pollo, azucar, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, chile chipotle deshidratado (1%), mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, maltodextrina, silicato de calcio, dioxido de silicio, manitol, extracto de annato, TBHQ (antioxidante). <span class=""allergen"">ESTE PRODUCTO CONTIENE GLUTEN</span>."
7501018315344,"E100,E160b","pasta integral enriquecida (semola de trigo durum, hierro, vitamina B1 (tiamina), vitamina , vitamina B2 (riboflavina), ácido fólico (folacina), niacina, sal yodada, tomate (3.1%), almidón, proteína vegetal hidrolizada, azucar, grasa de pollo, chile serrano deshidratado, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de chile, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal parcialmente hidrogenado, maltodextrina, silicato de calcio, dioxido de silicio, manitol, extracto de annato, TBHQ (antioxidante). <span class=""allergen"">ESTE PRODUCTO CONTIENE GLUTEN</span>."
7501018315238,"E100,E160c","pasta de semola de trigo durum, sal yodada, tomate (3.1%), maltodextrina, almidón, proteína vegetal hidrolizada (de <span class=""allergen"">soya</span>), carne de pollo, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal, TBHQ (antioxidante), silicato de calcio, vitaminas y minerales (hierro, niacina, vitamina B1 (tiamina), vitamina B6 (pridoxina), vitamina B2 (riboflavina), ácido fólico (folacina)."
7501018315245,"E100,E160c","pasta de semola de trigo durum, sal yodada, tomate (3.1%), maltodextrina, almidón, proteína vegetal hidrolizada (de soya), carne de pollo, saborizantes naturales e idéntico al natural, glutamato monosódico, ácido cítrico, mono y digliceridos perejil, extracto de paprika, cúrcuma, goma xantana, inosinato de sodio, guanilato de sodio, aceite vegetal, TBHQ (antioxidante), silicato de calcio, vitaminas y minerales (hierro, niacina, vitamina B1 (tiamina), vitamina B6 (pridoxina), vitamina B2 (riboflavina), ácido fólico (folacina)."
7501018315221,E100,"Ingredientes Pasta de sémola de trigo duro enriquecida, hierro, niacina, vitamina B1 , B2 y ácido fólico, sal refinada yodada, tomate, almidón hidrolizado de proteínas vegetales, saborizadores naturales y artificiales, glutamato monosódico, cebolla, ajo, dióxido de silicio, ácido cítrico, grasa de pollo, polisorbato 80, perejil, extracto de chile, inosinato disódico, guanilato disódico, cúrcuma y goma xantana."
7802410070108,E100,"Sólidos de leche (suero de leche en polvo), almidón de maíz, maltodextrina, <span class=""allergen"">harina de trigo</span>, sal, aceite vegetal parcialmente hidrogenado (palama), espárragos deshidratado (10%), espinaca en polvo, hidrolizado de levadura, azúcar, inosinato de sodio y guanilato de sodio, goma xantana, ajo, cenbolla, perejil, sólidos de jarabe de glucosa, cúrcuma turmérico, dioxido de silicio. Contiene <span class=""allergen"">gluten</span> (<span class=""allergen"">trigo</span>, productos <span class=""allergen"">lacteos</span>. Elaborados en lineas que tambien procesan soya, <span class=""allergen"">huevo</span>, <span class=""allergen"">apio</span>, <span class=""allergen"">mostaza</span>, <span class=""allergen"">ajonjolí</span> (<span class=""allergen"">sesamo</span>), <span class=""allergen"">crustáceos</span>, <span class=""allergen"">moluscos</span>, <span class=""allergen"">nueces</span>, <span class=""allergen"">cacahuate</span> (maní), <span class=""allergen"">almendras</span>."
7501791621175,E100,"ingredientes Agua, mezcla de hongos (champiñón [min. 20.95], portobello [min. 9.6%]), cebolla, aceite vegetal parcialmente hidrogenado, harina de trigo, fécula de maiz, sólidos de leche, ajo, sazonador (sal yodada, azúcares, saborizantes naturales y artiñciales, harina de maiz, grasa de pollo, sal con apio, harina de soya, levadura, especias, leche entera, deshidratada, ácido cítrico, cúrcuma, GMS), sal yodada y almidón de maiz."
7501020540178,E100,"Leche parcialmente descremada pasteurizada de vaca, Preparado de fruta 10% (Manzana, Saborizante artificial, Fibra de trigo, Azul 1, Cúrcuma y Rojo 40), Azucar, Fructosa, Fibra dietética, Solidos de la leche, Almidón modificado, Grenetina, Bifidobacterias y Cutivos lácticos, Grasa de leche: 1,4% Proteina de leche: 2,3%"
7501032397418,E160a,"Ingredientes Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca 12,5% preparado de fruta fructosa azucar, almidon modificado, fosfato tricalcico,mango, saborizantes, acido citrico,vitaminas D yC beta caroteno,goma quar ysorbato de potasiol, crema, azucar irulina solidos de leche solidos de jarabe de maiz, almidon modificado, cloruro de calcio, fermentos y cuajo Contenido minimo de grasa de leche de vaca 27% Contenido maxino de humedad 75%"
7501055904792,"E100,E160b","Leche parcialmente descremada pasteurizada, 19% de preparado de fruta (azúcar, durazno, pectina, lactato de calcio, saborizante artificial, extracto de annato y cúrcuma) lactasa y cultivos lácticos. Contiene 1,6% de grasa propia de la leche y 2,48% de proteína propia de la leche."
0017077103084,E162,"Leche de vaca pasteurizada baja en grasa (Leche baja en grasa, cultivos lácteos) Leche de vaca sin grasa, Azucar de Caña, Pectina, Saborizante de Fresa Natural, Saborizantes Naturales, Jugo de Betabel, Palmiato de Vitamina A, Vitamina D3."
0017077109086,E163,"Leche de vaca pasteurizada baja en grasa (Leche baja en grasa, cultivos lácteos) Leche de vaca sin grasa, Azúcar de Caña, Pectina, Saborizante de Mora Azul Natural, Saborizantes Naturales,Extracto de Uva, Palmitato de Vitamina A, Vitamina D3."
7501020544640,E160a,"Leche parcialmente descremada pasteurizada de vaca, agua, crema de leche, preparado de fruta, (azúcar, fructosa, puré de fresa, saborizante artificial, sorbato de potasio, carmín y beta 20% caroteno), sólidos de la leche, azúcar, grenetina, mono y diglicéridos, estevía (16mg/100g), natamicina, vitamina (ug equivalentes de retinol), ácido fólico, vitamina D, vitamina B12, cloruro de calcio, cuajo y cultivos lácticos, grasa de leche: 4.2%, proteína de leche 4.8 %."
7501032397746,E160a,"Leche descremada pasteurizada yo reconstituida pasteurizada de vaca 12,5% Preparado de fruta fructosa, azuca fresa almidón modificado,fosfato tricalcico acido citrico, saborizantes vitaminas D y goma guar, carmin, sorbato de potasio, beta caroteno, crema, azucar, inulina, sóldos de leche, solidos de jarabe de maiz almidón modificado cloruro de calcio, fermentos y cuajo. Contenido minimo de grasa de leche de vaca 2,7% Contenido máximo de humedad 75%."
7501032310974,E160a,"Leche descreamada pasteurizada y/o reconstituida pasteurizada de vaca, azúcar, 4,8% de caramelo, crema, aceite vegetal no hidrogenado, sólidos de leche, carragenina, saborizante, pirofosfato de sodio, beta caroteno y amarillo 5 (tartrazina). Leyenda precautoria: Puede contener soya y amarillo 5 (tartrazina). Contenido mínimo de grasa de leche de vaca 1,35%."
7501020552782,E100,"Para yoghurt: Leche entera pasteurizada de vaca, preparado de fruta 15% (azúcar, jugo de limón, saborizante artificial, sorbato de potasio, cúrcuma y verde natural), sólidos de la leche, almidón modificado, grenewtina, pectina, estevia (3,4mg/100g) y cultivos lácticos. Para galleta: Harina de trigo enriquecida (Harina de trigo, vitamina b3 [Niacina], zinc, hierro, vitamina B1 [mononitrato de tiamina], vitamina B2 [riboflavina] y ácido fólico), aceite vegetal, azúcar, jarabe de maíz de alta fructosa, suero de leche, glucosa, sal yodada, bicarbonato de sodio, bicarbonato de amonio y saborizantes artifiviales y naturales. Grasa de leche: 5,2% proteína láctea: 2,93%. Este producto contiene gluten, derivados de la soya y trazas de cacahuate."
7503022361478,SPIRULINA,"Cubos de leche: Base de leches vegetales (agua, coco, <span class=""allergen"">almendra</span> y quinoa), jarabe de agave orgánico, goma guar (como estabilizante) bacillus coagulans.
Cubos de Green Cleanse: Naranja, piña, pepino, manzana verde, <span class=""allergen"">apio</span>, nopal kale, pasto de trigo, moringa, espirulina y maca."
2548032397586,E160a,"Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca, 9% de preparado sabor mango-maracuyá con quinoa(azúcares, quinoa, almidón modificado, ácido cítrico, saborizante, beta caroteno, sorbato de potasio, goma xantana y algarrobo), azúcar, crema, solidos de leche, almidón modificado, sólidos de jarabe de maíz, agar, bifidobacterias y cultivos lácticos. Contenido mínimo de grasa de leche de vaca 1,3%."
5507417660629,E160b,"Agua, semilla de achiote, harina de maíz, sal yodada, especias, ácido acético, ácido cítrico, goma xantana y benzoato de sodio como conservador."
7501020539448,E100,"Leche semidescremada pasteurizada de vaca, Azucar, Fuctosa, Solidos de la leche,Preparado de fruta 10% (Piña, Saborizante artificial Sorbato de potasio (Conservador), Amarillo 6 y Curcuma Coleates), Almidon modificado, Grenetina (Estabilizantel Estevia 1,2mg/ 100g (Edulcorante) y Cultivos Lácticos. Grasa de leche 1,6% proteina de leche: 1,8%."
7501055902125,E160b,"Leche parcialmente descremada pasteurizada, 19% de preparado de fruta (azúcar, mango, pectina, lactato de calcio, saborizante artificial, extracto de annato y cúrcumal y cultivos lácticos.
Contiene 1,6 % de grasa propia de leche y 2,48% de proteína propia de leche."
7501055900404,"E100,E160b","Leche parcialmente descremada pasteurizada, 19 % de preparado de fruta (azúcar, durazno, pectina, lactato de calcio, saborizante artificial, extracto de annato y cúrcuma)y cultivos lácticos. Contiene 1,6 % de grasa propia de la leche y 2,48 % de proteína propia de la leche."
7501032397845,E160a,"Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca, 12,5% preparado de fruta (fructosa, azucar, fresa, almidón modificado, fosfato tricalcico, ácido citrico, saborizantes, vitaminas (Dy C, goma guar, carmin, sorbato de potasio beta caroteno), crema, azúcar, inulina, sólidos de leche, solidos de jarabe de maiz,almidón modificado,cloruro de calcio,fermentos y cuajo. Contenido mínimo de grasa de leche de vaca 2,7%. Contenido máximo de humedad 75%."
7501032397456,E160a,"Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca, 12,5% Preparado de fruta fiructosa sorbato tricalcico,saborizantes,ácido citrico, vitaminas (D yC) goma quar beta caroteno,sorbato de potasio y carmin) crema azucar, inuina, sóldos de leche, sólidas de iarabe de maiz calcio, fementos y cuajo Preparado de fruta fructosa, azúcar, fresa almidón modificado, fostao tricálcico, àcido citrico Solidios ce leche, solidos de jarabe de maiz almidón modifcado,cloruro de cacio fermentos y cuajo.de  vaca 12,5% Preparado de fruta fructosa azucar, almidón modificado, fermentosy  Cuajo."
7501032335052,E160a,"Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca, 15% Preparado de fruta fructosa azucar, fesa almidon modifiado, fosfato tricalcico, acido citrico, saborzantesv itaminas y goma quar, carmin sorbato de potasio, beta caroteno), crema de leche de vaca,crema inulina solidos de leche, salidos de jarabe de maiz, almidon modificado, cloruro de calcio, fermentos y cuajo Contenido minimo de grasa de leche de vaca 27% Contenido maximo de humedad 75%."
7501032332020,E160b,"Yoghurt. Leche descremada pasteurizada y reconstiuida pasteurizada de vaca azúcar, crema jarabe sabor fresa( sucralosa (6,07mg/100g) almidón modificado, solidos de leche y cultivos lacticos Cereal. 9% maiz, azúcar, sal yodada extracto de malta carbonato de calcio, esteres de ácido diacetil tartanico, monestearato de glicerlo viamina C, niacina hierro, zinc, viamina B6, viamina B1, vitamina A ácido folico, vitamina B12 vitamina D, Vitamina B2, BHA dioxido de Silicio y extracto de annato."
7501032395230,E160b,"Leche descremada pasteurizada y reconstiuida pasteurizada de vaca azúcar, crema jarabe sabormanzana ( sucralosa (6,07mg/100g) almidón modificado, solidos de leche y cultivos lacticos Cereal. 9% maiz, azúcar, sal yodada extracto de malta carbonato de calcio, esteres de ácido diacetil tartanico, monestearato de glicerlo viamina C, niacina hierro, zinc, viamina B6, viamina B1, vitamina A ácido folico, vitamina B12 vitamina D, Vitamina B2, BHA dioxido de Silicio y extracto de annato."
7501032397609,E160a,"Leche descremada pasteurizada y/o reconstituida pasteurizada de vaca, 15% Preparado de fruta fructosa azucar, fesa almidon modifiado, fosfato tricalcico, acido citrico, saborzantesv itaminas y goma quar, carmin sorbato de potasio, beta caroteno), crema de leche de vaca,crema inulina solidos de leche, salidos de jarabe de maiz, almidon modificado, cloruro de calcio, fermentos y cuajo Contenido minimo de grasa de leche de vaca 27% Contenido maximo de humedad 75%."
